,Roll,Eng,Math,Sci,Total,Avg,Grade
371742,197183,89,86,95,270,90.0,A+
371772,63498,97,99,93,289,96.33333333333333,A+
371926,888548,95,99,99,293,97.66666666666667,A+
372244,92382,83,87,100,270,90.0,A+
372414,736833,100,97,100,297,99.0,A+
372497,114282,85,97,91,273,91.0,A+
372577,509535,98,96,95,289,96.33333333333333,A+
372622,562874,89,100,94,283,94.33333333333333,A+
373024,359207,94,92,98,284,94.66666666666667,A+
373338,917125,92,89,98,279,93.0,A+
373348,341831,96,98,91,285,95.0,A+
373530,252834,80,97,97,274,91.33333333333333,A+
373605,188397,83,100,91,274,91.33333333333333,A+
373848,906688,100,84,92,276,92.0,A+
374317,479569,89,90,95,274,91.33333333333333,A+
374717,1041994,87,89,99,275,91.66666666666667,A+
374782,350341,86,98,87,271,90.33333333333333,A+
375010,713996,99,92,91,282,94.0,A+
375104,162290,93,98,84,275,91.66666666666667,A+
376019,273682,89,98,86,273,91.0,A+
376175,455376,97,83,98,278,92.66666666666667,A+
376219,187315,99,90,93,282,94.0,A+
376229,725265,82,97,95,274,91.33333333333333,A+
376498,906725,85,96,91,272,90.66666666666667,A+
376811,752528,96,86,96,278,92.66666666666667,A+
376814,571048,97,99,85,281,93.66666666666667,A+
376916,580433,96,95,88,279,93.0,A+
377052,857372,96,97,86,279,93.0,A+
377063,752075,81,97,99,277,92.33333333333333,A+
377373,217201,91,98,90,279,93.0,A+
377574,366018,94,95,86,275,91.66666666666667,A+
377603,169438,83,97,95,275,91.66666666666667,A+
377740,744579,91,99,88,278,92.66666666666667,A+
377761,463587,90,94,88,272,90.66666666666667,A+
377858,160407,94,100,89,283,94.33333333333333,A+
377884,12384,97,92,92,281,93.66666666666667,A+
377982,150061,99,85,86,270,90.0,A+
378122,937332,97,79,95,271,90.33333333333333,A+
378226,775265,98,95,83,276,92.0,A+
378547,293376,97,97,93,287,95.66666666666667,A+
378616,281491,94,84,98,276,92.0,A+
378721,835550,88,99,86,273,91.0,A+
378739,279852,95,86,100,281,93.66666666666667,A+
378849,442983,82,93,97,272,90.66666666666667,A+
378948,441277,83,96,91,270,90.0,A+
379050,327463,100,77,100,277,92.33333333333333,A+
379066,1008243,98,89,88,275,91.66666666666667,A+
379162,475522,81,96,95,272,90.66666666666667,A+
379485,791284,97,92,84,273,91.0,A+
379498,820755,97,98,91,286,95.33333333333333,A+
379523,833429,98,100,89,287,95.66666666666667,A+
379580,921106,84,94,95,273,91.0,A+
379828,516479,90,99,82,271,90.33333333333333,A+
379863,711410,91,95,98,284,94.66666666666667,A+
380130,849228,78,99,93,270,90.0,A+
380169,772649,99,97,93,289,96.33333333333333,A+
380230,710927,100,95,100,295,98.33333333333333,A+
380411,542857,86,88,99,273,91.0,A+
380543,873801,100,81,94,275,91.66666666666667,A+
380620,4423,89,96,85,270,90.0,A+
380796,654158,85,98,98,281,93.66666666666667,A+
380809,1014737,97,89,90,276,92.0,A+
381021,275285,88,95,89,272,90.66666666666667,A+
381066,985548,90,90,98,278,92.66666666666667,A+
381293,646661,95,100,87,282,94.0,A+
381484,190005,92,97,92,281,93.66666666666667,A+
381683,747300,99,93,97,289,96.33333333333333,A+
381915,404727,99,86,98,283,94.33333333333333,A+
382071,816652,94,84,95,273,91.0,A+
382161,775301,99,97,76,272,90.66666666666667,A+
382425,759302,81,98,95,274,91.33333333333333,A+
382476,894155,84,93,95,272,90.66666666666667,A+
382605,843095,96,98,85,279,93.0,A+
382668,203719,82,98,93,273,91.0,A+
383095,274509,94,83,100,277,92.33333333333333,A+
383396,426059,84,98,91,273,91.0,A+
383448,1047416,97,93,84,274,91.33333333333333,A+
383710,951163,91,90,98,279,93.0,A+
383765,44520,100,75,95,270,90.0,A+
384097,47663,92,81,97,270,90.0,A+
384156,578184,85,88,97,270,90.0,A+
384299,70340,96,98,95,289,96.33333333333333,A+
384329,336621,87,97,89,273,91.0,A+
384556,497141,99,95,89,283,94.33333333333333,A+
385181,1034840,88,91,91,270,90.0,A+
385192,921209,99,83,92,274,91.33333333333333,A+
385229,738043,82,98,95,275,91.66666666666667,A+
385269,970757,100,94,83,277,92.33333333333333,A+
385344,292465,89,100,92,281,93.66666666666667,A+
385724,707986,91,92,87,270,90.0,A+
385756,723388,92,98,97,287,95.66666666666667,A+
385951,210603,91,99,86,276,92.0,A+
385953,505059,89,95,87,271,90.33333333333333,A+
386341,786057,99,99,85,283,94.33333333333333,A+
386368,593841,96,97,80,273,91.0,A+
386448,753866,99,95,87,281,93.66666666666667,A+
387249,705571,97,82,100,279,93.0,A+
387317,245894,90,97,90,277,92.33333333333333,A+
387425,543743,89,99,88,276,92.0,A+
387912,392780,90,84,97,271,90.33333333333333,A+
388058,850494,96,96,91,283,94.33333333333333,A+
388085,604854,99,77,100,276,92.0,A+
388222,197293,97,85,94,276,92.0,A+
388371,351350,85,95,93,273,91.0,A+
388569,532358,88,95,87,270,90.0,A+
388676,221597,98,91,90,279,93.0,A+
388728,177643,91,93,100,284,94.66666666666667,A+
388834,233709,90,95,88,273,91.0,A+
389022,757143,98,92,82,272,90.66666666666667,A+
389067,958493,90,90,95,275,91.66666666666667,A+
389145,231018,97,88,88,273,91.0,A+
389338,590926,100,78,98,276,92.0,A+
389791,220955,95,81,99,275,91.66666666666667,A+
389955,648257,100,87,88,275,91.66666666666667,A+
390027,249978,97,92,84,273,91.0,A+
390139,483305,96,85,90,271,90.33333333333333,A+
390185,25340,97,96,82,275,91.66666666666667,A+
390501,751629,91,98,94,283,94.33333333333333,A+
390710,1010402,96,84,96,276,92.0,A+
391046,363940,98,74,99,271,90.33333333333333,A+
391052,188611,92,99,93,284,94.66666666666667,A+
391914,650875,92,92,100,284,94.66666666666667,A+
391954,800499,89,97,100,286,95.33333333333333,A+
391968,966215,99,90,84,273,91.0,A+
391982,861836,87,98,100,285,95.0,A+
392014,885638,100,83,96,279,93.0,A+
392159,863823,86,96,98,280,93.33333333333333,A+
392254,295865,100,72,99,271,90.33333333333333,A+
392695,477797,98,91,99,288,96.0,A+
392784,542214,98,100,89,287,95.66666666666667,A+
392842,1022764,97,88,88,273,91.0,A+
392973,740831,81,94,95,270,90.0,A+
392978,977459,100,93,89,282,94.0,A+
393119,738923,91,99,82,272,90.66666666666667,A+
393254,63174,94,90,88,272,90.66666666666667,A+
393379,722727,92,100,91,283,94.33333333333333,A+
393548,691087,98,84,94,276,92.0,A+
393933,294172,88,96,98,282,94.0,A+
394067,452410,90,89,91,270,90.0,A+
394135,10959,98,97,78,273,91.0,A+
394145,546531,88,95,87,270,90.0,A+
394658,337256,96,97,78,271,90.33333333333333,A+
395211,759198,97,88,88,273,91.0,A+
395407,773138,99,97,89,285,95.0,A+
395470,436990,100,92,85,277,92.33333333333333,A+
395711,466589,83,99,93,275,91.66666666666667,A+
395782,793387,99,99,83,281,93.66666666666667,A+
395886,62129,95,92,88,275,91.66666666666667,A+
396078,615308,95,96,84,275,91.66666666666667,A+
396287,435169,91,92,100,283,94.33333333333333,A+
396344,605239,99,78,93,270,90.0,A+
396381,554772,96,92,86,274,91.33333333333333,A+
396658,863969,95,96,91,282,94.0,A+
397422,1042832,72,99,100,271,90.33333333333333,A+
397648,920054,91,86,93,270,90.0,A+
397665,300671,97,96,97,290,96.66666666666667,A+
397792,1024483,98,94,93,285,95.0,A+
397805,1006605,98,91,90,279,93.0,A+
397846,842600,87,98,92,277,92.33333333333333,A+
397904,1020998,100,99,94,293,97.66666666666667,A+
398141,933890,93,96,92,281,93.66666666666667,A+
398190,378112,97,74,99,270,90.0,A+
398334,1042245,81,99,99,279,93.0,A+
398445,192054,97,83,96,276,92.0,A+
398864,1029362,96,88,92,276,92.0,A+
398889,754459,99,95,85,279,93.0,A+
398974,43726,94,87,96,277,92.33333333333333,A+
399336,131518,98,79,98,275,91.66666666666667,A+
399460,647462,94,99,89,282,94.0,A+
399480,936714,92,93,86,271,90.33333333333333,A+
399587,504331,98,94,91,283,94.33333333333333,A+
399623,93470,77,97,96,270,90.0,A+
400025,382098,98,79,93,270,90.0,A+
400206,982406,97,85,96,278,92.66666666666667,A+
400252,1044237,89,97,94,280,93.33333333333333,A+
400392,994695,97,86,100,283,94.33333333333333,A+
400589,906939,93,94,92,279,93.0,A+
400627,850628,87,97,89,273,91.0,A+
401216,343505,96,98,82,276,92.0,A+
401260,336793,86,95,100,281,93.66666666666667,A+
401677,75776,94,90,98,282,94.0,A+
401708,570853,100,77,94,271,90.33333333333333,A+
401961,522203,90,98,96,284,94.66666666666667,A+
402038,494103,91,99,94,284,94.66666666666667,A+
402115,932985,93,98,88,279,93.0,A+
402134,117957,95,100,97,292,97.33333333333333,A+
402453,723064,74,100,96,270,90.0,A+
402566,395060,93,93,86,272,90.66666666666667,A+
402727,492208,89,91,100,280,93.33333333333333,A+
402761,466797,82,98,97,277,92.33333333333333,A+
403106,921656,90,83,97,270,90.0,A+
403112,205914,97,84,90,271,90.33333333333333,A+
403354,907593,99,82,96,277,92.33333333333333,A+
403355,1021266,98,91,86,275,91.66666666666667,A+
403416,310233,96,94,90,280,93.33333333333333,A+
403577,593040,96,99,78,273,91.0,A+
403861,799184,99,100,85,284,94.66666666666667,A+
404195,820779,80,100,91,271,90.33333333333333,A+
404199,440684,83,97,93,273,91.0,A+
404629,607232,92,86,93,271,90.33333333333333,A+
404810,821929,79,98,93,270,90.0,A+
405155,931591,94,100,89,283,94.33333333333333,A+
405200,266798,80,98,93,271,90.33333333333333,A+
405367,287549,98,99,77,274,91.33333333333333,A+
405792,303911,95,91,98,284,94.66666666666667,A+
405940,656223,94,98,80,272,90.66666666666667,A+
406050,502160,97,89,84,270,90.0,A+
406137,224048,100,98,89,287,95.66666666666667,A+
406222,449310,91,95,86,272,90.66666666666667,A+
406761,727111,97,83,91,271,90.33333333333333,A+
406848,854193,88,100,96,284,94.66666666666667,A+
406999,676498,84,97,91,272,90.66666666666667,A+
407183,85490,96,98,87,281,93.66666666666667,A+
407507,591170,100,78,96,274,91.33333333333333,A+
407866,686300,97,81,98,276,92.0,A+
407959,585006,88,100,84,272,90.66666666666667,A+
407981,280458,97,95,97,289,96.33333333333333,A+
408398,30599,94,86,96,276,92.0,A+
408437,383150,92,88,96,276,92.0,A+
408460,489987,99,97,81,277,92.33333333333333,A+
409345,83449,84,90,99,273,91.0,A+
409490,1014939,88,88,97,273,91.0,A+
409843,488196,82,98,93,273,91.0,A+
410043,882916,93,90,87,270,90.0,A+
410305,496885,80,95,97,272,90.66666666666667,A+
410314,797473,99,100,100,299,99.66666666666667,A+
410321,2406,98,97,91,286,95.33333333333333,A+
410527,224427,91,99,86,276,92.0,A+
410609,537880,97,95,95,287,95.66666666666667,A+
410835,16787,97,95,95,287,95.66666666666667,A+
410889,891305,95,98,84,277,92.33333333333333,A+
410987,136488,93,95,86,274,91.33333333333333,A+
410992,137217,92,91,100,283,94.33333333333333,A+
411011,738245,88,87,97,272,90.66666666666667,A+
411074,957442,82,92,99,273,91.0,A+
411128,917314,95,100,87,282,94.0,A+
411298,797240,94,81,97,272,90.66666666666667,A+
411311,741124,99,95,81,275,91.66666666666667,A+
411399,205566,81,95,95,271,90.33333333333333,A+
411418,994273,73,99,100,272,90.66666666666667,A+
411463,128418,100,85,92,277,92.33333333333333,A+
411465,36750,88,97,100,285,95.0,A+
411928,194365,98,89,99,286,95.33333333333333,A+
411964,963098,97,82,100,279,93.0,A+
412003,426963,99,85,90,274,91.33333333333333,A+
412102,208568,89,90,95,274,91.33333333333333,A+
412145,256888,81,100,99,280,93.33333333333333,A+
412455,529423,96,88,90,274,91.33333333333333,A+
412931,906621,85,96,89,270,90.0,A+
413081,1009858,99,96,91,286,95.33333333333333,A+
413242,518124,99,97,76,272,90.66666666666667,A+
413371,12085,100,71,99,270,90.0,A+
413481,708011,96,79,99,274,91.33333333333333,A+
413506,8123,81,100,91,272,90.66666666666667,A+
413687,586884,86,95,100,281,93.66666666666667,A+
414050,469236,97,84,92,273,91.0,A+
414263,798536,87,90,97,274,91.33333333333333,A+
414318,427312,83,96,95,274,91.33333333333333,A+
414371,237384,99,98,93,290,96.66666666666667,A+
414760,449170,91,94,90,275,91.66666666666667,A+
415000,805628,96,90,94,280,93.33333333333333,A+
415090,952673,93,97,99,289,96.33333333333333,A+
415141,166545,100,91,89,280,93.33333333333333,A+
415885,523639,98,97,87,282,94.0,A+
416114,302242,97,96,87,280,93.33333333333333,A+
416142,298714,89,100,96,285,95.0,A+
416144,584970,88,99,90,277,92.33333333333333,A+
416287,270675,96,89,100,285,95.0,A+
416576,14482,89,100,94,283,94.33333333333333,A+
416590,127366,91,87,95,273,91.0,A+
416910,131658,98,80,94,272,90.66666666666667,A+
416947,812128,89,100,98,287,95.66666666666667,A+
417070,564268,88,98,94,280,93.33333333333333,A+
417227,339966,85,92,93,270,90.0,A+
417658,442224,92,95,86,273,91.0,A+
417675,155962,83,96,95,274,91.33333333333333,A+
417695,752747,91,99,82,272,90.66666666666667,A+
417912,721290,99,91,95,285,95.0,A+
418004,698105,98,86,86,270,90.0,A+
418288,72169,84,86,100,270,90.0,A+
418433,705968,100,93,93,286,95.33333333333333,A+
419490,672824,98,80,98,276,92.0,A+
419606,389497,98,78,99,275,91.66666666666667,A+
419676,672164,83,93,97,273,91.0,A+
419892,994279,98,88,92,278,92.66666666666667,A+
419908,150973,92,93,92,277,92.33333333333333,A+
420015,723492,91,98,99,288,96.0,A+
421607,477100,98,92,99,289,96.33333333333333,A+
421785,745698,99,96,93,288,96.0,A+
422190,780396,98,95,99,292,97.33333333333333,A+
422243,598611,93,87,98,278,92.66666666666667,A+
422256,900544,84,94,95,273,91.0,A+
422376,998877,95,80,99,274,91.33333333333333,A+
423143,1025803,89,95,87,271,90.33333333333333,A+
423472,913084,93,95,94,282,94.0,A+
423695,110650,93,91,94,278,92.66666666666667,A+
423991,669864,99,86,88,273,91.0,A+
424358,209662,92,100,88,280,93.33333333333333,A+
424517,503707,99,97,79,275,91.66666666666667,A+
424782,224134,88,88,95,271,90.33333333333333,A+
424846,966778,92,99,90,281,93.66666666666667,A+
425153,805524,96,90,92,278,92.66666666666667,A+
425204,763043,98,92,86,276,92.0,A+
425302,892620,85,94,99,278,92.66666666666667,A+
425500,879744,94,93,94,281,93.66666666666667,A+
425513,926107,93,97,92,282,94.0,A+
425982,1045253,98,94,97,289,96.33333333333333,A+
426118,921075,92,93,98,283,94.33333333333333,A+
426244,661176,85,100,89,274,91.33333333333333,A+
426290,921069,99,83,96,278,92.66666666666667,A+
426404,445643,83,98,100,281,93.66666666666667,A+
426506,899332,94,97,82,273,91.0,A+
426646,501073,88,89,93,270,90.0,A+
426765,984607,90,91,100,281,93.66666666666667,A+
426787,657679,84,95,91,270,90.0,A+
426910,422359,92,94,86,272,90.66666666666667,A+
427751,443692,100,91,91,282,94.0,A+
428200,279290,86,88,99,273,91.0,A+
428202,465703,95,78,99,272,90.66666666666667,A+
428204,461245,98,87,88,273,91.0,A+
428244,994169,89,89,93,271,90.33333333333333,A+
428341,142346,84,95,99,278,92.66666666666667,A+
428391,204692,97,84,100,281,93.66666666666667,A+
428450,938152,93,98,99,290,96.66666666666667,A+
428513,964742,90,90,100,280,93.33333333333333,A+
428817,518186,89,96,87,272,90.66666666666667,A+
429002,385137,91,86,93,270,90.0,A+
429094,439430,99,89,84,272,90.66666666666667,A+
429363,555048,95,90,98,283,94.33333333333333,A+
429404,756612,88,91,95,274,91.33333333333333,A+
429407,270375,99,100,94,293,97.66666666666667,A+
429476,91275,78,100,95,273,91.0,A+
429884,95738,100,81,98,279,93.0,A+
430006,440091,83,97,95,275,91.66666666666667,A+
430108,568352,96,93,88,277,92.33333333333333,A+
430167,941178,99,84,94,277,92.33333333333333,A+
430223,1013906,91,100,97,288,96.0,A+
430355,539830,96,91,99,286,95.33333333333333,A+
430706,839409,92,81,97,270,90.0,A+
430830,609048,100,81,98,279,93.0,A+
430915,745025,97,88,88,273,91.0,A+
431021,38186,97,95,91,283,94.33333333333333,A+
431165,798738,93,79,99,271,90.33333333333333,A+
431191,620218,92,86,97,275,91.66666666666667,A+
431267,155240,94,100,78,272,90.66666666666667,A+
431909,482729,100,99,71,270,90.0,A+
432059,187205,90,91,93,274,91.33333333333333,A+
432502,957894,97,80,95,272,90.66666666666667,A+
432819,968000,93,99,80,272,90.66666666666667,A+
433151,160993,100,90,84,274,91.33333333333333,A+
433474,831258,96,95,82,273,91.0,A+
433623,654610,85,97,100,282,94.0,A+
433673,941625,89,83,99,271,90.33333333333333,A+
434012,224036,97,88,90,275,91.66666666666667,A+
434282,1015794,100,98,89,287,95.66666666666667,A+
434402,237965,81,98,97,276,92.0,A+
434506,913640,93,94,98,285,95.0,A+
434519,764938,100,100,81,281,93.66666666666667,A+
434662,821745,100,76,95,271,90.33333333333333,A+
434772,722929,83,99,98,280,93.33333333333333,A+
435059,974060,89,88,95,272,90.66666666666667,A+
435103,238251,91,99,86,276,92.0,A+
435169,515111,96,88,94,278,92.66666666666667,A+
435393,1004820,89,92,100,281,93.66666666666667,A+
435475,965622,99,90,86,275,91.66666666666667,A+
435840,732565,90,95,96,281,93.66666666666667,A+
436059,274031,89,98,86,273,91.0,A+
436318,654579,85,100,85,270,90.0,A+
436357,512255,98,93,86,277,92.33333333333333,A+
436431,662326,85,98,91,274,91.33333333333333,A+
436581,101197,95,97,82,274,91.33333333333333,A+
436794,23212,98,97,89,284,94.66666666666667,A+
437145,391330,94,98,88,280,93.33333333333333,A+
437317,513723,90,100,97,287,95.66666666666667,A+
437637,994126,95,78,97,270,90.0,A+
437643,433946,83,96,93,272,90.66666666666667,A+
438074,40124,93,82,95,270,90.0,A+
438113,841310,88,99,94,281,93.66666666666667,A+
438419,522734,99,99,83,281,93.66666666666667,A+
438484,241658,79,92,100,271,90.33333333333333,A+
438560,248615,97,91,99,287,95.66666666666667,A+
438718,984497,96,82,96,274,91.33333333333333,A+
438743,720978,99,92,89,280,93.33333333333333,A+
438943,248603,94,81,99,274,91.33333333333333,A+
439023,121576,85,96,95,276,92.0,A+
439027,705828,100,92,97,289,96.33333333333333,A+
439104,877585,95,98,87,280,93.33333333333333,A+
439204,203371,82,99,93,274,91.33333333333333,A+
439310,453602,98,88,84,270,90.0,A+
439807,13185,96,91,94,281,93.66666666666667,A+
439820,576203,95,90,96,281,93.66666666666667,A+
440062,667829,97,77,97,271,90.33333333333333,A+
440338,355459,99,76,100,275,91.66666666666667,A+
440354,226929,80,94,97,271,90.33333333333333,A+
440413,115157,93,93,98,284,94.66666666666667,A+
441210,389680,76,100,97,273,91.0,A+
442065,724261,92,99,86,277,92.33333333333333,A+
442271,766571,90,99,82,271,90.33333333333333,A+
442399,694963,91,90,89,270,90.0,A+
442910,101919,100,83,94,277,92.33333333333333,A+
442932,771591,97,89,94,280,93.33333333333333,A+
442964,487921,90,97,98,285,95.0,A+
443014,775571,89,94,92,275,91.66666666666667,A+
443243,495112,90,96,100,286,95.33333333333333,A+
443365,548341,87,91,95,273,91.0,A+
443391,609121,85,94,91,270,90.0,A+
443462,319680,100,78,100,278,92.66666666666667,A+
443771,407105,93,94,92,279,93.0,A+
443902,194021,100,93,78,271,90.33333333333333,A+
443991,245467,96,85,100,281,93.66666666666667,A+
443995,77023,99,77,100,276,92.0,A+
444023,358957,100,82,98,280,93.33333333333333,A+
444034,630942,93,92,92,277,92.33333333333333,A+
444082,85094,77,98,99,274,91.33333333333333,A+
444113,660901,94,98,95,287,95.66666666666667,A+
444144,488312,100,97,89,286,95.33333333333333,A+
444224,418385,93,98,90,281,93.66666666666667,A+
444344,97487,93,89,100,282,94.0,A+
444410,997207,97,85,88,270,90.0,A+
444453,580281,93,85,93,271,90.33333333333333,A+
444500,1000913,82,100,95,277,92.33333333333333,A+
444839,611383,99,79,96,274,91.33333333333333,A+
445404,909196,98,79,100,277,92.33333333333333,A+
445465,690218,99,88,84,271,90.33333333333333,A+
445589,593408,93,86,93,272,90.66666666666667,A+
445623,194353,96,79,99,274,91.33333333333333,A+
445763,458977,98,88,99,285,95.0,A+
445892,90101,96,100,93,289,96.33333333333333,A+
446640,677892,99,85,86,270,90.0,A+
446709,196358,91,97,98,286,95.33333333333333,A+
446753,69435,97,100,91,288,96.0,A+
446884,5579,97,94,84,275,91.66666666666667,A+
448154,625018,96,100,93,289,96.33333333333333,A+
448879,983696,97,83,94,274,91.33333333333333,A+
449069,930705,91,89,100,280,93.33333333333333,A+
449463,639392,86,99,100,285,95.0,A+
449559,952214,99,88,95,282,94.0,A+
449731,812825,89,99,98,286,95.33333333333333,A+
449744,398478,84,96,99,279,93.0,A+
449914,850384,87,97,91,275,91.66666666666667,A+
450154,347731,96,99,95,290,96.66666666666667,A+
450323,18071,88,94,96,278,92.66666666666667,A+
450350,363468,86,99,87,272,90.66666666666667,A+
